pwm,rpm,current,voltage,power,force,efficiency
1100,3233,20.71,14,289.9,-3.52,12.1
1104,3244,20.63,14,288.8,-3.50,12.1
1108,3206,20.47,14,286.6,-3.49,12.2
1112,3202,19.9,14,278.6,-3.45,12.4
1116,3174,19.45,14,272.3,-3.40,12.5
1120,3160,18.96,14,265.4,-3.36,12.6
1124,3143,18.39,14,257.5,-3.29,12.8
1128,3121,18,14,252.0,-3.25,12.9
1132,3107,17.37,14,243.2,-3.19,13.1
1136,3071,16.96,14,237.4,-3.14,13.2
1140,3049,16.54,14,231.6,-3.10,13.4
1144,3025,16.04,14,224.6,-3.06,13.6
1148,3004,15.64,14,219.0,-3.00,13.7
1152,2979,15.19,14,212.7,-2.94,13.8
1156,2954,14.71,14,205.9,-2.88,14.0
1160,2937,14.33,14,200.6,-2.85,14.2
1164,2914,13.93,14,195.0,-2.78,14.3
1168,2883,13.57,14,190.0,-2.76,14.5
1172,2861,13.1,14,183.4,-2.69,14.7
1176,2847,12.7,14,177.8,-2.64,14.9
1180,2815,12.4,14,173.6,-2.59,14.9
1184,2802,11.9,14,166.6,-2.53,15.2
1188,2776,11.6,14,162.4,-2.49,15.3
1192,2740,11.3,14,158.2,-2.45,15.5
1196,2705,11,14,154.0,-2.41,15.6
1200,2697,10.6,14,148.4,-2.35,15.8
1204,2659,10.36,14,145.0,-2.34,16.1
1208,2658,9.93,14,139.0,-2.26,16.2
1212,2619,9.67,14,135.4,-2.20,16.3
1216,2598,9.33,14,130.6,-2.18,16.7
1220,2566,9,14,126.0,-2.12,16.8
1224,2543,8.7,14,121.8,-2.05,16.9
1228,2504,8.4,14,117.6,-2.03,17.2
1232,2482,8,14,112.0,-1.99,17.7
1236,2452,7.7,14,107.8,-1.91,17.7
1240,2418,7.4,14,103.6,-1.89,18.3
1244,2405,7.04,14,98.6,-1.82,18.5
1248,2366,6.8,14,95.2,-1.76,18.5
1252,2331,6.5,14,91.0,-1.72,18.9
1256,2302,6.29,14,88.1,-1.68,19.1
1260,2271,6,14,84.0,-1.63,19.4
1264,2246,5.77,14,80.8,-1.58,19.5
1268,2221,5.5,14,77.0,-1.56,20.3
1272,2194,5.34,14,74.8,-1.52,20.3
1276,2171,5.1,14,71.4,-1.48,20.7
1280,2139,4.9,14,68.6,-1.44,21.0
1284,2116,4.7,14,65.8,-1.40,21.3
1288,2081,4.5,14,63.0,-1.37,21.7
1292,2056,4.29,14,60.1,-1.32,22.1
1296,2023,4.1,14,57.4,-1.28,22.4
1300,1995,3.9,14,54.6,-1.24,22.7
1304,1959,3.7,14,51.8,-1.19,23.0
1308,1930,3.5,14,49.0,-1.17,23.8
1312,1896,3.3,14,46.2,-1.12,24.3
1316,1873,3.2,14,44.8,-1.09,24.3
1320,1838,3,14,42.0,-1.05,25.1
1324,1813,2.9,14,40.6,-1.02,25.0
1328,1785,2.7,14,37.8,-0.98,26.0
1332,1754,2.5,14,35.0,-0.95,27.2
1336,1724,2.3,14,32.2,-0.92,28.5
1340,1689,2.2,14,30.8,-0.88,28.7
1344,1659,2,14,28.0,-0.85,30.3
1348,1625,1.9,14,26.6,-0.81,30.4
1352,1590,1.7,14,23.8,-0.77,32.2
1356,1552,1.6,14,22.4,-0.74,33.0
1360,1523,1.5,14,21.0,-0.70,33.5
1364,1487,1.4,14,19.6,-0.68,34.7
1368,1455,1.3,14,18.2,-0.65,35.6
1372,1421,1.2,14,16.8,-0.62,37.0
1376,1375,1.1,14,15.4,-0.59,38.0
1380,1341,1,14,14.0,-0.55,39.2
1384,1307,0.9,14,12.6,-0.52,41.0
1388,1268,0.8,14,11.2,-0.49,43.7
1392,1233,0.8,14,11.2,-0.46,41.3
1396,1188,0.7,14,9.8,-0.43,43.5
1400,1150,0.6,14,8.4,-0.40,47.5
1404,1106,0.5,14,7.0,-0.37,53.1
1408,1064,0.5,14,7.0,-0.35,49.9
1412,1018,0.4,14,5.6,-0.32,56.7
1416,974,0.4,14,5.6,-0.29,51.0
1420,929,0.3,14,4.2,-0.26,61.6
1424,886,0.3,14,4.2,-0.24,56.2
1428,834,0.2,14,2.8,-0.21,74.5
1432,786,0.2,14,2.8,-0.19,66.4
1436,735,0.2,14,2.8,-0.16,58.3
1440,683,0.11,14,1.5,-0.15,94.3
1444,628,0.1,14,1.4,-0.12,87.5
1448,575,0.1,14,1.4,-0.10,71.3
1452,518,0.05,14,0.7,-0.08,116.6
1456,463,0.05,14,0.7,-0.07,97.2
1460,400,0.05,14,0.7,-0.05,64.8
1464,342,0.05,14,0.7,-0.03,45.4
1500,0,0,14,0.0,0.00,0.0
